Rxn,Rxn_Name,Rule,Pathway,Formula
GLCRt1,"Transport by Glut-5 Transporter into Extracellular Space",SLC2A5,"Transport, extracellular","D-Glucarate  <=> D-Glucarate "
2HYOXPLCte,"2-Hydroxyphenylacetate Proton Symport, Cytosol",SLC16A1,"Transport, extracellular","Proton + 2-Hydroxyphenylacetate  <=> Proton + 2-Hydroxyphenylacetate "
N8ASPMDte,"N (8)-Acetylspermidinium Transport, Cytosol",SLC22A1,"Transport, extracellular","N(8)-Acetylspermidine  <=> N(8)-Acetylspermidine "
MHISTAte,"Facilitated Diffusion Through Uniport Oct1 into Extracellular Space",SLC22A3,"Transport, extracellular","N(Tele)-Methylhistaminium  <=> N(Tele)-Methylhistaminium "
CE4890te2,"Facilitated Diffusion Through Uniport Oct2 into Extracellular Space",SLC22A2,"Transport, extracellular","N-Methylsalsolinol  <=> N-Methylsalsolinol "
C09642te,"Facilitated Diffusion Through Uniport Oct2 into Extracellular Space",SLC22A2,"Transport, extracellular","(-)-Salsolinol  <=> (-)-Salsolinol "
2OBUTt,"Transport by Monocarboxylate Transporter-2 into Extracellular Space",SLC16A7,"Transport, extracellular","Proton + 2-Oxobutanoate  <=> Proton + 2-Oxobutanoate "
PPP9ABCte,"Transport by ABCg2 into Extracellular Space",ABCG2,"Transport, extracellular","Water + Adenosine Triphosphate + Protoporphyrin  -> Proton + Adenosine Diphosphate + Orthophosphate + Protoporphyrin "
MLTHFte,"Transport by Pcet into Extracellular Space",SLC46A1,"Transport, extracellular","Proton + 5,10-Methylenetetrahydrofolate  -> Proton + 5,10-Methylenetetrahydrofolate "
TYMte2,"Tyraminium Proton Symport, Cytosol",SLC29A4,"Transport, extracellular","Proton + Tyramine  <=> Proton + Tyramine "
TRYPTAte,"Tryptaminium Transport, Cytosol",SLC29A4,"Transport, extracellular","Proton + Tryptamine  <=> Proton + Tryptamine "
CE4890te,"Transport by Pmat Transporter into Extracellular Space",SLC29A4,"Transport, extracellular","Proton + N-Methylsalsolinol  <=> Proton + N-Methylsalsolinol "
SELMETHte,"Transport in via Sodium Symport into Extracellular Space",SLC38A1 | SLC6A14 | SLC38A2 | SLC22A5 | (SLC6A19 & CLTRN) | (SLC6A19 & ACE2),"Transport, extracellular","Sodium + Selenomethionine  -> Sodium + Selenomethionine "
CE7090te,"Transport (ATP-Dependent) into Extracellular Space",ABCC4 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid "
CE7085te,"Transport (ATP-Dependent) into Extracellular Space",ABCC4 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid "
CE7096te,"Transport (ATP-Dependent) into Extracellular Space",ABCC4 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 5,15-Dihydroxyeicosatetraenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 5,15-Dihydroxyeicosatetraenoic Acid "
CE4877te,"Transport (ATP-Dependent) into Extracellular Space",ABCC4 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 15-Deoxy-Prostaglandin J2  -> Proton + Adenosine Diphosphate + Orthophosphate + 15-Deoxy-Prostaglandin J2 "
CE1447te,"Transport (ATP-Dependent) into Extracellular Space",ABCC4 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 11-Dehydrothromboxane B2  -> Proton + Adenosine Diphosphate + Orthophosphate + 11-Dehydrothromboxane B2 "
C05769te3,"Transport by OATP1B Carriers into Extracellular Space",SLCO1B1 | SLCO1B3,"Transport, extracellular","Bicarbonate + Coproporphyrin I  -> Bicarbonate + Coproporphyrin I "
C05770te4,"Transport by OATP1B Carriers into Extracellular Space",SLCO1B1 | SLCO1B3 | SLCO2B1,"Transport, extracellular","Bicarbonate + Coproporphyrin Iii  -> Bicarbonate + Coproporphyrin Iii "
C05770te,"Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space",ABCC2 | ABCB6,"Transport, extracellular","Water + Adenosine Triphosphate + Coproporphyrin Iii  -> Proton + Adenosine Diphosphate + Orthophosphate + Coproporphyrin Iii "
MLTHFte3,"Transport by Folr into Extracellular Space",FOLR1 | FOLR2 | FOLR3,"Transport, extracellular","5,10-Methylenetetrahydrofolate  -> 5,10-Methylenetetrahydrofolate "
CE2705t,"Transport by Ent1/Ent2 into Extracellular Space",SLC29A2 | SLC29A1,"Transport, extracellular","Quinonoid Dihydrobiopterin  <=> Quinonoid Dihydrobiopterin "
SPHS1Pt2e,"Export Mediated by ATP Binding Cassette (ABC) Transporters",ABCC1 | ABCA1,"Transport, extracellular","Water + Adenosine Triphosphate + Sphingosine 1-Phosphate  -> Proton + Adenosine Diphosphate + Orthophosphate + Sphingosine 1-Phosphate "
MMAte,"Transport via Proton Antiport (Ammonium Transporter Rh Type C Or Type B) into Extracellular Space",RHBG | RHCG,"Transport, extracellular","Proton + Methylammonium  <=> Proton + Methylammonium "
PTRCARGte,"Putrescine Export via Putrescine/Arginine Exchanger",SLC3A2 & SLC7A7,"Transport, extracellular","L-Arginine + Putrescine  -> L-Arginine + Putrescine "
MLTHFte2,"Transport by Rfc into Extracellular Space",SLC19A1 | SLC19A1,"Transport, extracellular","Hydroxide Ion + 5,10-Methylenetetrahydrofolate  <=> 5,10-Methylenetetrahydrofolate + Hydroxide Ion "
TYMte,"Tyraminium Transport, Cytosol",SLC22A1 | SLC22A2 | SLC22A3,"Transport, extracellular","Tyramine  <=> Tyramine "
13DAMPPte,"Facilitated Diffusion Through Uniport Octs Transporters into Extracellular Space",SLC22A1 | SLC22A2 | SLC22A3,"Transport, extracellular","Trimethylenediaminium  <=> Trimethylenediaminium "
HDD2CRNte2,"Uptake via Octn2 Transporter into Extracellular Space",SLC22A5 | SLC1A5,"Transport, extracellular","Sodium + Trans-Hexadec-2-Enoyl Carnitine  -> Sodium + Trans-Hexadec-2-Enoyl Carnitine "
MLTHFte1,"Transport by ABCa11 into Extracellular Space",ABCC11 | ABCC1 | ABCC2 | ABCB4 | ABCC4 | ABCC5 | ABCG2,"Transport, extracellular","Water + Adenosine Triphosphate + 5,10-Methylenetetrahydrofolate  -> Proton + Adenosine Diphosphate + Orthophosphate + 5,10-Methylenetetrahydrofolate "
ARGN1ASPMDte,"Transport by Y+Lat-2 into Extracellular Space",SLC7A6 & SLC3A2,"Transport, extracellular","L-Arginine + N(1)-Acetylspermidine  -> L-Arginine + N(1)-Acetylspermidine "
CE1918te,"Transport by Oat1/Oat3 into Extracellular Space",SLC22A6 | SLC22A8,"Transport, extracellular","2-Oxoglutarate + 5-Hydroxytryptophol  <=> 2-Oxoglutarate + 5-Hydroxytryptophol "
34DHPHAte," (3, 4-Dihydroxyphenyl)Acetate (Dopac) Transport, Cytosol",SLC22A8 | SLC22A6,"Transport, extracellular","(3,4-Dihydroxyphenyl)Acetate  <=> (3,4-Dihydroxyphenyl)Acetate "
34DHOXMANDte,"3, 4-Dihydroxymandelate Transport, Cytosol",SLC22A8 | SLC22A6,"Transport, extracellular","3,4-Dihydroxymandelate  <=> 3,4-Dihydroxymandelate "
CE6205te,"5-Methoxytryptophol Transport, Cytosol",SLC22A8 | SLC22A6,"Transport, extracellular","5-Methoxytryptophol  <=> 5-Methoxytryptophol "
1A25DHVITD3te,"Transport As Vitamin D",SCARB1 | CD36 | NPC1L1,"Transport, extracellular","Calcitriol  -> Calcitriol "
ISOBUTtm,"Transport of Isobutyrylglycine into Cytosol",,"Transport, mitochondrial","Isobutyrylglycine  -> Isobutyrylglycine "
ISOBUTte,"Transport of Isobutyrylglycine into Extracellular Space",,"Transport, extracellular","Isobutyrylglycine  -> Isobutyrylglycine "
EX_CE4969[e],"Exchange of Isobutyrylglycine",,"Exchange/demand reaction","Isobutyrylglycine  <=> "
NACCYStm,"Transport of N-Acetyl-L-Cysteine into Cytosol",,"Transport, mitochondrial","N-Acetyl-L-Cysteine  <=> N-Acetyl-L-Cysteine "
NACCYSte,"Transport of N-Acetyl-L-Cysteine into Extracellular Space",,"Transport, extracellular","N-Acetyl-L-Cysteine  <=> N-Acetyl-L-Cysteine "
EX_CE1310[e],"Exchange of N-Acetyl-L-Cysteine",,"Exchange/demand reaction","N-Acetyl-L-Cysteine  <=> "
AGRMtm,"Transport of Agmatinium into Cytosol",,"Transport, mitochondrial","Agmatine  <=> Agmatine "
EX_agm[e],"Exchange of Agmatinium",,"Exchange/demand reaction","Agmatine  <=> "
T4HCINNMtm,"Transport of Trans-4-Coumarate, Mitochondrial",,"Transport, mitochondrial","Trans-4-Coumarate  <=> Trans-4-Coumarate "
EX_T4hcinnm[e],"Exchange of Trans-4-Coumarate",,"Exchange/demand reaction","Trans-4-Coumarate  <=> "
4HBZtm,"Transport of 4-Hydroxybenzoate, Mitochondrial",,"Transport, mitochondrial","4-Hydroxybenzoate  <=> 4-Hydroxybenzoate "
4HBZte,"Transport of 4-Hydroxybenzoate, Extracellular Space",,"Transport, extracellular","4-Hydroxybenzoate  -> 4-Hydroxybenzoate "
SUCSALtm,"Transport of Succinic Semialdehyde, Mitochondrial",,"Transport, mitochondrial","Succinic Semialdehyde  <=> Succinic Semialdehyde "
SUCSALte,"Transport of Succinic Semialdehyde, Extracellular Space",,"Transport, extracellular","Succinic Semialdehyde  <=> Succinic Semialdehyde "
EX_sucsal[e],"Exchange of Succinic Semialdehyde",,"Exchange/demand reaction","Succinic Semialdehyde  <=> "
CE7081tr,"Transport of 15(R)-HEPE, Endoplasmatic Reticulum, Active Transport",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid  -> Adenosine Diphosphate + Proton + Orthophosphate + 15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid "
CE7081tm,"Transport of 15(R)-HEPE, Extracellular Space, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid "
EX_CE7081[e],"Exchange of 15(R)-HEPE",,"Exchange/demand reaction","15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid  <=> "
EGMEtr,"Transport of Succinic Semialdehyde, Mitochondrial",,"Transport, endoplasmic reticular","Ecgoninium Methyl Ester  <=> Ecgoninium Methyl Ester "
EGMEte,"Transport of Succinic Semialdehyde, Extracellular Space",,"Transport, extracellular","Ecgoninium Methyl Ester  <=> Ecgoninium Methyl Ester "
EX_egme[e],"Exchange of Succinic Semialdehyde",,"Exchange/demand reaction","Ecgoninium Methyl Ester  <=> "
12HARACHDtr,"Transport of 12 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 12 Hydroxy Arachidonic Acid  -> Adenosine Diphosphate + Proton + Orthophosphate + 12 Hydroxy Arachidonic Acid "
12HARACHDte,"Transport of 12 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 12 Hydroxy Arachidonic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 12 Hydroxy Arachidonic Acid "
EX_12harachd[e],"Exchange of 12 Hydroxy Arachidonic Acid",,"Exchange/demand reaction","12 Hydroxy Arachidonic Acid  <=> "
18HARACHDtr,"Transport of 18 Hydroxy Arachidonic Acid, Endoplasmatic Reticulum, Active Transport",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 18 Hydroxy Arachidonic Acid  -> Adenosine Diphosphate + Proton + Orthophosphate + 18 Hydroxy Arachidonic Acid "
18HARACHDte,"Transport of 18 Hydroxy Arachidonic Acid, Extracellular Space, Active Transport",,"Transport, extracellular","Water + Adenosine Triphosphate + 18 Hydroxy Arachidonic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 18 Hydroxy Arachidonic Acid "
EX_18harachd[e],"Exchange of 18 Hydroxy Arachidonic Acid",,"Exchange/demand reaction","18 Hydroxy Arachidonic Acid  <=> "
SQLtr,"Transport of Squalene, Endoplasmatic Reticulum, within Chylomicron",,"Transport, endoplasmic reticular","Squalene  -> Squalene "
SQLte,"Transport of Squalene, Extracellular Space, within Chylomicron",,"Transport, extracellular","Squalene  -> Squalene "
EX_sql[e],"Exchange of Squalene",,"Exchange/demand reaction","Squalene  <=> "
ORN_Dtx,"Transport of Ornithine, Peroxisomal",,"Transport, peroxisomal","Proton + D-Ornithine  <=> Proton + D-Ornithine "
ORN_Dte,"Transport of Ornithine, Extracellular Space",,"Transport, extracellular","Proton + D-Ornithine  <=> Proton + D-Ornithine "
EX_orn_D[e],"Exchange of Ornithine",,"Exchange/demand reaction","D-Ornithine  <=> "
5G2OXPTtx,"Transport of 5-Guanidino-2-Oxopentanoic Acid, Peroxisomal",,"Transport, peroxisomal","5-Guanidino-2-Oxopentanoic Acid  <=> 5-Guanidino-2-Oxopentanoic Acid "
5G2OXPTte,"Transport of 5-Guanidino-2-Oxopentanoic Acid, Extracellular",,"Transport, extracellular","5-Guanidino-2-Oxopentanoic Acid  <=> 5-Guanidino-2-Oxopentanoic Acid "
EX_5g2oxpt[e],"Exchange of 5-Guanidino-2-Oxopentanoic Acid",,"Exchange/demand reaction","5-Guanidino-2-Oxopentanoic Acid  <=> "
EX_andrstndn[e],"Exchange of Androst-4-Ene-3, 17-Dione",,"Exchange/demand reaction","Androst-4-Ene-3,17-Dione  <=> "
DHEAte,"Transport of 3Beta-Hydroxyandrost-5-En-17-One",,"Transport, extracellular","Water + Adenosine Triphosphate + 3Beta-Hydroxyandrost-5-En-17-One  -> Proton + Adenosine Diphosphate + Orthophosphate + 3Beta-Hydroxyandrost-5-En-17-One "
EX_dhea[e],"Exchange of 3Beta-Hydroxyandrost-5-En-17-One",,"Exchange/demand reaction","3Beta-Hydroxyandrost-5-En-17-One  <=> "
EANDRSTRNtr,"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 16Alpha-Hydroxydehydroepiandrosterone  -> Proton + Adenosine Diphosphate + Orthophosphate + 16Alpha-Hydroxydehydroepiandrosterone "
EX_eandrstrn[e],"Exchange of 16Alpha-Hydroxydehydroepiandrosterone",,"Exchange/demand reaction","16Alpha-Hydroxydehydroepiandrosterone  <=> "
AHANDROSTANtr,"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 3Alpha-Hydroxy-5Beta-Androstan-17-One  -> Proton + Adenosine Diphosphate + Orthophosphate + 3Alpha-Hydroxy-5Beta-Androstan-17-One "
EX_ahandrostan[e],"Exchange of 3Alpha-Hydroxy-5Beta-Androstan-17-One",,"Exchange/demand reaction","3Alpha-Hydroxy-5Beta-Androstan-17-One  <=> "
ANDRSTANDRtr,"Transport of 5Alpha-Androstane-3, 17-Dione, Endoplasmatic Reticulum",,"Transport, endoplasmic reticular","Water + Adenosine Triphosphate + 5Alpha-Androstane-3,17-Dione  -> Proton + Adenosine Diphosphate + Orthophosphate + 5Alpha-Androstane-3,17-Dione "
EX_andrstandn[e],"Exchange of 5Alpha-Androstane-3, 17-Dione",,"Exchange/demand reaction","5Alpha-Androstane-3,17-Dione  <=> "
EX_CE2209[e],"Exchange of 5Alpha-Androstane-3Alpha, 17Beta-Diol",,"Exchange/demand reaction","5Alpha-Androstane-3Alpha,17Beta-Diol  <=> "
ESTRONEte,"Transport of Estrone, Extracellular",,"Transport, extracellular","Water + Adenosine Triphosphate + Estrone  -> Proton + Adenosine Diphosphate + Orthophosphate + Estrone "
EX_estrone[e],"Exchange of Estrone",,"Exchange/demand reaction","Estrone  <=> "
C05298te,"Transport of 2-Hydroxyestrone, Extracellular",,"Transport, extracellular","Water + Adenosine Triphosphate + 2-Hydroxyestrone  -> Proton + Adenosine Diphosphate + Orthophosphate + 2-Hydroxyestrone "
EX_C05298[e],"Exchange of 2-Hydroxyestrone",,"Exchange/demand reaction","2-Hydroxyestrone  <=> "
EX_C05301[e],"Exchange of 2-Hydroxyestradiol-17Beta",,"Exchange/demand reaction","2-Hydroxyestradiol  <=> "
EX_C05299[e],"Exchange of 2-Methoxyestrone",,"Exchange/demand reaction","2-Methoxyestrone  <=> "
EX_C05302[e],"Exchange of 2-Methoxyestradiol-17Beta",,"Exchange/demand reaction","2-Methoxyestradiol-17Beta  <=> "
EX_CE5072[e],"Exchange of 21-Hydroxyallopregnanolone",,"Exchange/demand reaction","21-Hydroxyallopregnanolone  <=> "
EX_11docrtsl[e],"Exchange of 11-Deoxycortisol",,"Exchange/demand reaction","11-Deoxycortisol  <=> "
EX_11docrtstrn[e],"Exchange of 11-Deoxycorticosterone",,"Exchange/demand reaction","11-Deoxycorticosterone  <=> "
EX_prgnlone[e],"Exchange of Pregnenolone",,"Exchange/demand reaction","Pregnenolone  <=> "
EX_CE2211[e],"Exchange of Allopregnanolone",,"Exchange/demand reaction","Allopregnanolone  <=> "
EX_17ahprgstrn[e],"Exchange of 17Alpha-Hydroxyprogesterone",,"Exchange/demand reaction","17Alpha-Hydroxyprogesterone  <=> "
EX_17ahprgnlone[e],"Exchange of 17Alpha-Hydroxypregnenolone",,"Exchange/demand reaction","17Alpha-Hydroxypregnenolone  <=> "
EX_C03681[e],"Exchange of 5Alpha-Pregnane-3, 20-Dione",,"Exchange/demand reaction","5Alpha-Pregnane-3,20-Dione  <=> "
HC02020tr,"Transport of Cholesterol-Ester-Palm, Endoplasmatic Reticulum, within Lipoproteins",,"Transport, endoplasmic reticular","Cholest-5-En-3Beta-Yl Hexadecanoate  -> Cholest-5-En-3Beta-Yl Hexadecanoate "
HC02020te,"Transport of Cholesterol-Ester-Palm, Extracellular Space, within Lipoproteins",,"Transport, extracellular","Cholest-5-En-3Beta-Yl Hexadecanoate  -> Cholest-5-En-3Beta-Yl Hexadecanoate "
EX_HC02020[e],"Exchange of Cholesterol-Ester-Palm",,"Exchange/demand reaction","Cholest-5-En-3Beta-Yl Hexadecanoate  <=> "
EX_prgnlones[e],"Exchange of Pregnenolone Sulfate",,"Exchange/demand reaction","Pregnenolone Sulfate  <=> "
EX_CE1352[e],"Exchange of 17Alpha-Hydroxypregnenolone Sulfate",,"Exchange/demand reaction","17Alpha-Hydroxypregnenolone Sulfate  <=> "
XOL24OHtr,"Transport of (24S)-24-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins",,"Transport, endoplasmic reticular","(24S)-24-Hydroxycholesterol  -> (24S)-24-Hydroxycholesterol "
XOL24OHte,"Transport of (24S)-24-Hydroxycholesterol, Extracellular Space, within Lipoproteins",,"Transport, extracellular","(24S)-24-Hydroxycholesterol  -> (24S)-24-Hydroxycholesterol "
EX_xol24oh[e],"Exchange of (24S)-24-Hydroxycholesterol",,"Exchange/demand reaction","(24S)-24-Hydroxycholesterol  <=> "
XOL27OHte,"Transport of 26-Hydroxycholesterol, Extracellular Space, within Lipoproteins",,"Transport, extracellular","27-Hydroxycholesterol  -> 27-Hydroxycholesterol "
EX_xol27oh[e],"Exchange of 26-Hydroxycholesterol",,"Exchange/demand reaction","27-Hydroxycholesterol  <=> "
XOL25OHtr,"Transport of 25-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins",,"Transport, endoplasmic reticular","25-Hydroxycholesterol  -> 25-Hydroxycholesterol "
XOL25OHte,"Transport of 25-Hydroxycholesterol, Extracellular Space, within Lipoproteins",,"Transport, extracellular","25-Hydroxycholesterol  -> 25-Hydroxycholesterol "
EX_xol25oh[e],"Exchange of 25-Hydroxycholesterol",,"Exchange/demand reaction","25-Hydroxycholesterol  <=> "
DSMSTEROLtr,"Transport of Desmosterol, Endoplasmatic Reticulum, within Lipoproteins",,"Transport, endoplasmic reticular","Desmosterol  -> Desmosterol "
DSMSTEROLte,"Transport of Desmosterol, Extracellular Space, within Lipoproteins",,"Transport, extracellular","Desmosterol  -> Desmosterol "
EX_dsmsterol[e],"Exchange of Desmosterol",,"Exchange/demand reaction","Desmosterol  <=> "
CHSTEROLSte,"Transport of Cholesterol Sulfate, Extracellular Space, within Lipoproteins",,"Transport, extracellular","Cholesterol Sulfate  -> Cholesterol Sulfate "
EX_chsterols[e],"Exchange of Cholesterol Sulfate",,"Exchange/demand reaction","Cholesterol Sulfate  <=> "
3ITYR_Lte,"Transport of 3-Iodo-L-Tyrosine",,"Transport, extracellular","Sodium + 3-Iodo-L-Tyrosine  <=> Sodium + 3-Iodo-L-Tyrosine "
EX_3ityr_L[e],"Exchange of 3-Iodo-L-Tyrosine",,"Exchange/demand reaction","3-Iodo-L-Tyrosine  <=> "
35DIODTYRte,"Transport of 3, 5-Diiodo-L-Tyrosine",,"Transport, extracellular","Sodium + 3,5-Diiodo-L-Tyrosine  <=> Sodium + 3,5-Diiodo-L-Tyrosine "
EX_35diotyr[e],"Exchange of 3, 5-Diiodo-L-Tyrosine",,"Exchange/demand reaction","3,5-Diiodo-L-Tyrosine  <=> "
13_CIS_RETNte,"Transport of 13-Cis-Retinoate",,"Transport, extracellular","13-Cis-Retinoate  <=> 13-Cis-Retinoate "
EX_13_cis_retn[e],"Exchange of 13-Cis-Retinoate",,"Exchange/demand reaction","13-Cis-Retinoate  <=> "
CE1617te,"Transport of 9-Cis-Retinoate",,"Transport, extracellular","9-Cis-Retinoate  <=> 9-Cis-Retinoate "
EX_CE1617[e],"Exchange of 9-Cis-Retinoate",,"Exchange/demand reaction","9-Cis-Retinoate  <=> "
IDL_HSSYN,"Formation of IDL",,"Glycerophospholipid metabolism","4 Cholesterol + 4 Triglyceride + 0.5 ApoB100 + 0.5 ApoE  -> Intermediate Density Lipoprotein "
IDL_HSDEG,"Degradation of IDL",,"Glycerophospholipid metabolism","4 Water + Intermediate Density Lipoprotein  -> 4 Cholesterol + 4 R Total + 4 R Total 2 Position + 4 R Total 3 Position + 4 Glycerol + 0.5 ApoB100 + 0.5 ApoE "
LDL_HSSYN,"Formation of LDL",,"Glycerophospholipid metabolism","5 Cholesterol + 2 Phosphatidylcholine + Triglyceride + 2 ApoB100  -> Low Density Lipoprotein "
LDL_HSDEG,"Degradation of LDL",,"Glycerophospholipid metabolism","Water + Low Density Lipoprotein  -> 5 Cholesterol + 2 Phosphatidylcholine + R Total + R Total 2 Position + R Total 3 Position + Glycerol + 2 ApoB100 "
HDL_HSSYN,"Formation of HDL",,"Glycerophospholipid metabolism","2 Cholesterol + 2 Phosphatidylcholine + Triglyceride + Apoa1 + ApoC1 + ApoC2 + ApoC3 + ApoE  -> High Density Lipoprotein "
HDL_HSDEG,"Degradation of HDL",,"Glycerophospholipid metabolism","Water + High Density Lipoprotein  -> 2 Cholesterol + 2 Phosphatidylcholine + R Total + R Total 2 Position + R Total 3 Position + Glycerol + Apoa1 + ApoC1 + ApoC2 + ApoC3 + ApoE "
MYELIN_HSSYN,"Formation of Myelin Sheath",,"Glycerophospholipid metabolism","1-Phosphatidyl-1D-Myo-Inositol + Phosphatidylcholine + Phosphatidylethanolamine + Cholesterol + Phosphatidylserine + Sulfatide Galactocerebroside + Sphingomyelin   -> Myelin Sheath "
